43,43.25,43.5,43.75
43.25,43.5,43.75,44
43.5,43.75,44,44.25
43.75,44,44.25,44.5
44,44.25,44.5,44.75
44.25,44.5,44.75,45
44.5,44.75,45,45.25
44.75,45,45.25,45.5
45,45.25,45.5,45.75
45.25,45.5,45.75,46
45.5,45.75,46,46.25
45.75,46,46.25,46.5
46,46.25,46.5,46.75
46.25,46.5,46.75,47
46.5,46.75,47,47.25
46.75,47,47.25,47.5
47,47.25,47.5,47.75
47.25,47.5,47.75,48
47.5,47.75,48,48.25
47.75,48,48.25,48.5
48,48.25,48.5,48.75
48.25,48.5,48.75,49
48.5,48.75,49,49.25
48.75,49,49.25,49.5
49,49.25,49.5,49.75
49.25,49.5,49.75,50
49.5,49.75,50,50.25
49.75,50,50.25,50.5
50,50.25,50.5,50.75
50.25,50.5,50.75,51
50.5,50.75,51,51.25
50.75,51,51.25,51.5
51,51.25,51.5,51.75
51.25,51.5,51.75,52
51.5,51.75,52,52.25
51.75,52,52.25,52.5
52,52.25,52.5,52.75
52.25,52.5,52.75,53
52.5,52.75,53,53.25
52.75,53,53.25,53.5
53,53.25,53.5,53.75
53.25,53.5,53.75,54
53.5,53.75,54,54.25
53.75,54,54.25,54.5
54,54.25,54.5,54.75
54.25,54.5,54.75,55
54.5,54.75,55,55.25
54.75,55,55.25,55.5
55,55.25,55.5,55.75
55.25,55.5,55.75,56
55.5,55.75,56,56.25
55.75,56,56.25,56.5
56,56.25,56.5,56.75
56.25,56.5,56.75,57
56.5,56.75,57,57.25
56.75,57,57.25,57.5
57,57.25,57.5,57.75
57.25,57.5,57.75,58
57.5,57.75,58,58.25
57.75,58,58.25,58.5
58,58.25,58.5,58.75
58.25,58.5,58.75,59
58.5,58.75,59,59.25
58.75,59,59.25,59.5
59,59.25,59.5,59.75
59.25,59.5,59.75,60
59.5,59.75,60,60.25
59.75,60,60.25,60.5
60,60.25,60.5,60.75
60.25,60.5,60.75,61
60.5,60.75,61,61.25
60.75,61,61.25,61.5
61,61.25,61.5,61.75
61.25,61.5,61.75,62
61.5,61.75,62,62.25
61.75,62,62.25,62.5
62,62.25,62.5,62.75
62.25,62.5,62.75,63
62.5,62.75,63,63.25
62.75,63,63.25,63.5
63,63.25,63.5,63.75
63.25,63.5,63.75,64
63.5,63.75,64,64.25
63.75,64,64.25,64.5
64,64.25,64.5,64.75
64.25,64.5,64.75,65
64.5,64.75,65,65.25
64.75,65,65.25,65.5
65,65.25,65.5,65.75
65.25,65.5,65.75,66
65.5,65.75,66,66.25
65.75,66,66.25,66.5
66,66.25,66.5,66.75
66.25,66.5,66.75,67
66.5,66.75,67,67.25
66.75,67,67.25,67.5
67,67.25,67.5,67.75
67.25,67.5,67.75,68
67.5,67.75,68,68.25
67.75,68,68.25,68.5
68,68.25,68.5,68.75
68.25,68.5,68.75,69
68.5,68.75,69,69.25
68.75,69,69.25,69.5
69,69.25,69.5,69.75
69.25,69.5,69.75,70
69.5,69.75,70,70.25
69.75,70,70.25,70.5
70,70.25,70.5,70.75
70.25,70.5,70.75,71
70.5,70.75,71,71.25
70.75,71,71.25,71.5
71,71.25,71.5,71.75
71.25,71.5,71.75,72
71.5,71.75,72,72.25
71.75,72,72.25,72.5
72,72.25,72.5,72.75
72.25,72.5,72.75,73
72.5,72.75,73,73.25
72.75,73,73.25,73.5
73,73.25,73.5,73.75
73.25,73.5,73.75,74
73.5,73.75,74,74.25
73.75,74,74.25,74.5
74,74.25,74.5,74.75
74.25,74.5,74.75,75
74.5,74.75,75,75.25
74.75,75,75.25,75.5
75,75.25,75.5,75.75
75.25,75.5,75.75,76
75.5,75.75,76,76.25
75.75,76,76.25,76.5
76,76.25,76.5,76.75
76.25,76.5,76.75,77
76.5,76.75,77,77.25
76.75,77,77.25,77.5
77,77.25,77.5,77.75
77.25,77.5,77.75,78
77.5,77.75,78,78.25
77.75,78,78.25,78.5
78,78.25,78.5,78.75
78.25,78.5,78.75,79
78.5,78.75,79,79.25
78.75,79,79.25,79.5
79,79.25,79.5,79.75
79.25,79.5,79.75,80
79.5,79.75,80,80.25
79.75,80,80.25,80.5
80,80.25,80.5,80.75
80.25,80.5,80.75,81
80.5,80.75,81,81.25
80.75,81,81.25,81.5
81,81.25,81.5,81.75
81.25,81.5,81.75,82
81.5,81.75,82,82.25
81.75,82,82.25,82.5
82,82.25,82.5,82.75
82.25,82.5,82.75,83
82.5,82.75,83,83.25
82.75,83,83.25,83.5
83,83.25,83.5,83.75
83.25,83.5,83.75,84
83.5,83.75,84,84.25
83.75,84,84.25,84.5
84,84.25,84.5,84.75
84.25,84.5,84.75,85
84.5,84.75,85,85.25
84.75,85,85.25,85.5
85,85.25,85.5,85.75
85.25,85.5,85.75,86
85.5,85.75,86,86.25
85.75,86,86.25,86.5
86,86.25,86.5,86.75
86.25,86.5,86.75,87
86.5,86.75,87,87.25
86.75,87,87.25,87.5
87,87.25,87.5,87.75
87.25,87.5,87.75,88
87.5,87.75,88,88.25
87.75,88,88.25,88.5
88,88.25,88.5,88.75
88.25,88.5,88.75,89
88.5,88.75,89,89.25
88.75,89,89.25,89.5
89,89.25,89.5,89.75
89.25,89.5,89.75,90
89.5,89.75,90,90.25
89.75,90,90.25,90.5
90,90.25,90.5,90.75
90.25,90.5,90.75,91
90.5,90.75,91,91.25
90.75,91,91.25,91.5
91,91.25,91.5,91.75
91.25,91.5,91.75,92
91.5,91.75,92,92.25
91.75,92,92.25,92.5
92,92.25,92.5,92.75
92.25,92.5,92.75,93
92.5,92.75,93,93.25
92.75,93,93.25,93.5
93,93.25,93.5,93.75
93.25,93.5,93.75,94
93.5,93.75,94,94.25
93.75,94,94.25,94.5
94,94.25,94.5,94.75
94.25,94.5,94.75,95
94.5,94.75,95,95.25
94.75,95,95.25,95.5
95,95.25,95.5,95.75
95.25,95.5,95.75,96
95.5,95.75,96,96.25
95.75,96,96.25,96.5
96,96.25,96.5,96.75
96.25,96.5,96.75,97
96.5,96.75,97,97.25
96.75,97,97.25,97.5
97,97.25,97.5,97.75
97.25,97.5,97.75,98
97.5,97.75,98,98.25
97.75,98,98.25,98.5
98,98.25,98.5,98.75
98.25,98.5,98.75,99
98.5,98.75,99,99.25
98.75,99,99.25,99.5
99,99.25,99.5,99.75
99.25,99.5,99.75,100
99.5,99.75,100,100.25
99.75,100,100.25,100.5
100,100.25,100.5,100.75
100.25,100.5,100.75,101
100.5,100.75,101,101.25
100.75,101,101.25,101.5
101,101.25,101.5,101.75
101.25,101.5,101.75,102
101.5,101.75,102,102.25
101.75,102,102.25,102.5
102,102.25,102.5,102.75
102.25,102.5,102.75,103
102.5,102.75,103,103.25
102.75,103,103.25,103.5
103,103.25,103.5,103.75
103.25,103.5,103.75,104
103.5,103.75,104,104.25
103.75,104,104.25,104.5
104,104.25,104.5,104.75
104.25,104.5,104.75,105
104.5,104.75,105,105.25
104.75,105,105.25,105.5
105,105.25,105.5,105.75
105.25,105.5,105.75,106
105.5,105.75,106,106.25
105.75,106,106.25,106.5
106,106.25,106.5,106.75
106.25,106.5,106.75,107
106.5,106.75,107,107.25
106.75,107,107.25,107.5
107,107.25,107.5,107.75
107.25,107.5,107.75,108
107.5,107.75,108,108.25
107.75,108,108.25,108.5
108,108.25,108.5,108.75
108.25,108.5,108.75,109
108.5,108.75,109,109.25
108.75,109,109.25,109.5
109,109.25,109.5,109.75
109.25,109.5,109.75,110
109.5,109.75,110,110.25
109.75,110,110.25,110.5
110,110.25,110.5,110.75
110.25,110.5,110.75,111
110.5,110.75,111,111.25
110.75,111,111.25,111.5
111,111.25,111.5,111.75
111.25,111.5,111.75,112
111.5,111.75,112,112.25
111.75,112,112.25,112.5
112,112.25,112.5,112.75
112.25,112.5,112.75,113
112.5,112.75,113,113.25
112.75,113,113.25,113.5
113,113.25,113.5,113.75
113.25,113.5,113.75,114
113.5,113.75,114,114.25
113.75,114,114.25,114.5
114,114.25,114.5,114.75
114.25,114.5,114.75,115
114.5,114.75,115,115.25
114.75,115,115.25,115.5
115,115.25,115.5,115.75
115.25,115.5,115.75,116
115.5,115.75,116,116.25
115.75,116,116.25,116.5
116,116.25,116.5,116.75
116.25,116.5,116.75,117
116.5,116.75,117,117.25
116.75,117,117.25,117.5
117,117.25,117.5,117.75
117.25,117.5,117.75,118
117.5,117.75,118,118.25
117.75,118,118.25,118.5
118,118.25,118.5,118.75
118.25,118.5,118.75,119
118.5,118.75,119,119.25
118.75,119,119.25,119.5
119,119.25,119.5,119.75
119.25,119.5,119.75,120
119.5,119.75,120,120.25
119.75,120,120.25,120.5
120,120.25,120.5,120.75
120.25,120.5,120.75,121
120.5,120.75,121,121.25
120.75,121,121.25,121.5
121,121.25,121.5,121.75
121.25,121.5,121.75,122
121.5,121.75,122,122.25
121.75,122,122.25,122.5
122,122.25,122.5,122.75
122.25,122.5,122.75,123
122.5,122.75,123,123.25
122.75,123,123.25,123.5
123,123.25,123.5,123.75
123.25,123.5,123.75,124
123.5,123.75,124,124.25
123.75,124,124.25,124.5
124,124.25,124.5,124.75
124.25,124.5,124.75,125
124.5,124.75,125,125.25
124.75,125,125.25,125.5
125,125.25,125.5,125.75
125.25,125.5,125.75,126
125.5,125.75,126,126.25
125.75,126,126.25,126.5
126,126.25,126.5,126.75
126.25,126.5,126.75,127
126.5,126.75,127,127.25
126.75,127,127.25,127.5
127,127.25,127.5,127.75
127.25,127.5,127.75,128
127.5,127.75,128,128.25
127.75,128,128.25,128.5
128,128.25,128.5,128.75
128.25,128.5,128.75,129
128.5,128.75,129,129.25
128.75,129,129.25,129.5
129,129.25,129.5,129.75
129.25,129.5,129.75,130
129.5,129.75,130,130.25
129.75,130,130.25,130.5
130,130.25,130.5,130.75
130.25,130.5,130.75,131
130.5,130.75,131,131.25
130.75,131,131.25,131.5
131,131.25,131.5,131.75
131.25,131.5,131.75,132
131.5,131.75,132,132.25
131.75,132,132.25,132.5
132,132.25,132.5,132.75
132.25,132.5,132.75,133
132.5,132.75,133,133.25
132.75,133,133.25,133.5
133,133.25,133.5,133.75
133.25,133.5,133.75,134
133.5,133.75,134,134.25
133.75,134,134.25,134.5
134,134.25,134.5,134.75
134.25,134.5,134.75,135
134.5,134.75,135,135.25
134.75,135,135.25,135.5
135,135.25,135.5,135.75
135.25,135.5,135.75,136
135.5,135.75,136,136.25
135.75,136,136.25,136.5
136,136.25,136.5,136.75
136.25,136.5,136.75,137
136.5,136.75,137,137.25
136.75,137,137.25,137.5
137,137.25,137.5,137.75
137.25,137.5,137.75,138
137.5,137.75,138,138.25
137.75,138,138.25,138.5
138,138.25,138.5,138.75
138.25,138.5,138.75,139
138.5,138.75,139,139.25
138.75,139,139.25,139.5
139,139.25,139.5,139.75
139.25,139.5,139.75,140
139.5,139.75,140,140.25
139.75,140,140.25,140.5
140,140.25,140.5,140.75
140.25,140.5,140.75,141
140.5,140.75,141,141.25
140.75,141,141.25,141.5
141,141.25,141.5,141.75
141.25,141.5,141.75,142
141.5,141.75,142,142.25
141.75,142,142.25,142.5
142,142.25,142.5,142.75
142.25,142.5,142.75,143
142.5,142.75,143,143.25
142.75,143,143.25,143.5
143,143.25,143.5,143.75
143.25,143.5,143.75,144
143.5,143.75,144,144.25
143.75,144,144.25,144.5
144,144.25,144.5,144.75
144.25,144.5,144.75,145
144.5,144.75,145,145.25
144.75,145,145.25,145.5
145,145.25,145.5,145.75
145.25,145.5,145.75,146
145.5,145.75,146,146.25
145.75,146,146.25,146.5
146,146.25,146.5,146.75
146.25,146.5,146.75,147
146.5,146.75,147,147.25
146.75,147,147.25,147.5
147,147.25,147.5,147.75
147.25,147.5,147.75,148
147.5,147.75,148,148.25
147.75,148,148.25,148.5
148,148.25,148.5,148.75
148.25,148.5,148.75,149
148.5,148.75,149,149.25
148.75,149,149.25,149.5
149,149.25,149.5,149.75
149.25,149.5,149.75,150
149.5,149.75,150,150.25
149.75,150,150.25,150.5
150,150.25,150.5,150.75
150.25,150.5,150.75,151
150.5,150.75,151,151.25
150.75,151,151.25,151.5
151,151.25,151.5,151.75
151.25,151.5,151.75,152
151.5,151.75,152,152.25
151.75,152,152.25,152.5
152,152.25,152.5,152.75
152.25,152.5,152.75,153
152.5,152.75,153,153.25
152.75,153,153.25,153.5
153,153.25,153.5,153.75
153.25,153.5,153.75,154
153.5,153.75,154,154.25
153.75,154,154.25,154.5
154,154.25,154.5,154.75
154.25,154.5,154.75,155
154.5,154.75,155,155.25
154.75,155,155.25,155.5
155,155.25,155.5,155.75
155.25,155.5,155.75,156
155.5,155.75,156,156.25
155.75,156,156.25,156.5
156,156.25,156.5,156.75
156.25,156.5,156.75,157
156.5,156.75,157,157.25
156.75,157,157.25,157.5
157,157.25,157.5,157.75
157.25,157.5,157.75,158
157.5,157.75,158,158.25
157.75,158,158.25,158.5
158,158.25,158.5,158.75
158.25,158.5,158.75,159
158.5,158.75,159,159.25
158.75,159,159.25,159.5
159,159.25,159.5,159.75
159.25,159.5,159.75,160
159.5,159.75,160,160.25
159.75,160,160.25,160.5
160,160.25,160.5,160.75
160.25,160.5,160.75,161
160.5,160.75,161,161.25
160.75,161,161.25,161.5
161,161.25,161.5,161.75
161.25,161.5,161.75,162
161.5,161.75,162,162.25
161.75,162,162.25,162.5
162,162.25,162.5,162.75
162.25,162.5,162.75,163
162.5,162.75,163,163.25
162.75,163,163.25,163.5
163,163.25,163.5,163.75
163.25,163.5,163.75,164
163.5,163.75,164,164.25
163.75,164,164.25,164.5
164,164.25,164.5,164.75
164.25,164.5,164.75,165
164.5,164.75,165,165.25
164.75,165,165.25,165.5
165,165.25,165.5,165.75
165.25,165.5,165.75,166
165.5,165.75,166,166.25
165.75,166,166.25,166.5
166,166.25,166.5,166.75
166.25,166.5,166.75,167
166.5,166.75,167,167.25
166.75,167,167.25,167.5
167,167.25,167.5,167.75
167.25,167.5,167.75,168
167.5,167.75,168,168.25
167.75,168,168.25,168.5
168,168.25,168.5,168.75
168.25,168.5,168.75,169
168.5,168.75,169,169.25
168.75,169,169.25,169.5
169,169.25,169.5,169.75
169.25,169.5,169.75,170
169.5,169.75,170,170.25
169.75,170,170.25,170.5
170,170.25,170.5,170.75
170.25,170.5,170.75,171
170.5,170.75,171,171.25
170.75,171,171.25,171.5
171,171.25,171.5,171.75
171.25,171.5,171.75,172
171.5,171.75,172,172.25
171.75,172,172.25,172.5
172,172.25,172.5,172.75
172.25,172.5,172.75,173
172.5,172.75,173,173.25
172.75,173,173.25,173.5
173,173.25,173.5,173.75
173.25,173.5,173.75,174
173.5,173.75,174,174.25
173.75,174,174.25,174.5
174,174.25,174.5,174.75
174.25,174.5,174.75,175
174.5,174.75,175,175.25
174.75,175,175.25,175.5
175,175.25,175.5,175.75
175.25,175.5,175.75,176
175.5,175.75,176,176.25
175.75,176,176.25,176.5
176,176.25,176.5,176.75
176.25,176.5,176.75,177
176.5,176.75,177,177.25
176.75,177,177.25,177.5
177,177.25,177.5,177.75
177.25,177.5,177.75,178
177.5,177.75,178,178.25
177.75,178,178.25,178.5
178,178.25,178.5,178.75
178.25,178.5,178.75,179
178.5,178.75,179,179.25
178.75,179,179.25,179.5
179,179.25,179.5,179.75
179.25,179.5,179.75,180
179.5,179.75,180,180.25
179.75,180,180.25,180.5
180,180.25,180.5,180.75
180.25,180.5,180.75,181
180.5,180.75,181,181.25
180.75,181,181.25,181.5
181,181.25,181.5,181.75
181.25,181.5,181.75,182
181.5,181.75,182,182.25
181.75,182,182.25,182.5
182,182.25,182.5,182.75
182.25,182.5,182.75,183
182.5,182.75,183,183.25
182.75,183,183.25,183.5
183,183.25,183.5,183.75
183.25,183.5,183.75,184
183.5,183.75,184,184.25
183.75,184,184.25,184.5
184,184.25,184.5,184.75
184.25,184.5,184.75,185
184.5,184.75,185,185.25
184.75,185,185.25,185.5
185,185.25,185.5,185.75
185.25,185.5,185.75,186
185.5,185.75,186,186.25
185.75,186,186.25,186.5
186,186.25,186.5,186.75
186.25,186.5,186.75,187
186.5,186.75,187,187.25
186.75,187,187.25,187.5
187,187.25,187.5,187.75
187.25,187.5,187.75,188
187.5,187.75,188,188.25
187.75,188,188.25,188.5
188,188.25,188.5,188.75
188.25,188.5,188.75,189
188.5,188.75,189,189.25
188.75,189,189.25,189.5
189,189.25,189.5,189.75
189.25,189.5,189.75,190
189.5,189.75,190,190.25
189.75,190,190.25,190.5
190,190.25,190.5,190.75
190.25,190.5,190.75,191
190.5,190.75,191,191.25
190.75,191,191.25,191.5
191,191.25,191.5,191.75
191.25,191.5,191.75,192
191.5,191.75,192,192.25
191.75,192,192.25,192.5
192,192.25,192.5,192.75
192.25,192.5,192.75,193
192.5,192.75,193,193.25
192.75,193,193.25,193.5
193,193.25,193.5,193.75
193.25,193.5,193.75,194
193.5,193.75,194,194.25
193.75,194,194.25,194.5
194,194.25,194.5,194.75
194.25,194.5,194.75,195
194.5,194.75,195,195.25
194.75,195,195.25,195.5
195,195.25,195.5,195.75
195.25,195.5,195.75,196
195.5,195.75,196,196.25
195.75,196,196.25,196.5
196,196.25,196.5,196.75
196.25,196.5,196.75,197
196.5,196.75,197,197.25
196.75,197,197.25,197.5
197,197.25,197.5,197.75
197.25,197.5,197.75,198
197.5,197.75,198,198.25
197.75,198,198.25,198.5
198,198.25,198.5,198.75
198.25,198.5,198.75,199
198.5,198.75,199,199.25
198.75,199,199.25,199.5
199,199.25,199.5,199.75
199.25,199.5,199.75,200
199.5,199.75,200,200.25
199.75,200,200.25,200.5
200,200.25,200.5,200.75
200.25,200.5,200.75,201
200.5,200.75,201,201.25
200.75,201,201.25,201.5
201,201.25,201.5,201.75
201.25,201.5,201.75,202
201.5,201.75,202,202.25
201.75,202,202.25,202.5
202,202.25,202.5,202.75
202.25,202.5,202.75,203
202.5,202.75,203,203.25
202.75,203,203.25,203.5
203,203.25,203.5,203.75
203.25,203.5,203.75,204
203.5,203.75,204,204.25
203.75,204,204.25,204.5
204,204.25,204.5,204.75
204.25,204.5,204.75,205
204.5,204.75,205,205.25
204.75,205,205.25,205.5
205,205.25,205.5,205.75
205.25,205.5,205.75,206
205.5,205.75,206,206.25
205.75,206,206.25,206.5
206,206.25,206.5,206.75
206.25,206.5,206.75,207
206.5,206.75,207,207.25
206.75,207,207.25,207.5
207,207.25,207.5,207.75
207.25,207.5,207.75,208
207.5,207.75,208,208.25
207.75,208,208.25,208.5
208,208.25,208.5,208.75
208.25,208.5,208.75,209
208.5,208.75,209,209.25
208.75,209,209.25,209.5
209,209.25,209.5,209.75
209.25,209.5,209.75,210
209.5,209.75,210,210.25
209.75,210,210.25,210.5
210,210.25,210.5,210.75
210.25,210.5,210.75,211
210.5,210.75,211,211.25
210.75,211,211.25,211.5
211,211.25,211.5,211.75
211.25,211.5,211.75,212
211.5,211.75,212,212.25
211.75,212,212.25,212.5
212,212.25,212.5,212.75
212.25,212.5,212.75,213
212.5,212.75,213,213.25
212.75,213,213.25,213.5
213,213.25,213.5,213.75
213.25,213.5,213.75,214
213.5,213.75,214,214.25
213.75,214,214.25,214.5
214,214.25,214.5,214.75
214.25,214.5,214.75,215
214.5,214.75,215,215.25
214.75,215,215.25,215.5
215,215.25,215.5,215.75
215.25,215.5,215.75,216
215.5,215.75,216,216.25
215.75,216,216.25,216.5
216,216.25,216.5,216.75
216.25,216.5,216.75,217
216.5,216.75,217,217.25
216.75,217,217.25,217.5
217,217.25,217.5,217.75
217.25,217.5,217.75,218
217.5,217.75,218,218.25
217.75,218,218.25,218.5
218,218.25,218.5,218.75
218.25,218.5,218.75,219
218.5,218.75,219,219.25
218.75,219,219.25,219.5
219,219.25,219.5,219.75
219.25,219.5,219.75,220
219.5,219.75,220,220.25
219.75,220,220.25,220.5
220,220.25,220.5,220.75
220.25,220.5,220.75,221
220.5,220.75,221,221.25
220.75,221,221.25,221.5
221,221.25,221.5,221.75
221.25,221.5,221.75,222
221.5,221.75,222,222.25
221.75,222,222.25,222.5
222,222.25,222.5,222.75
222.25,222.5,222.75,223
222.5,222.75,223,223.25
222.75,223,223.25,223.5
223,223.25,223.5,223.75
223.25,223.5,223.75,224
223.5,223.75,224,224.25
223.75,224,224.25,224.5
224,224.25,224.5,224.75
224.25,224.5,224.75,225
224.5,224.75,225,225.25
224.75,225,225.25,225.5
225,225.25,225.5,225.75
225.25,225.5,225.75,226
225.5,225.75,226,226.25
225.75,226,226.25,226.5
226,226.25,226.5,226.75
226.25,226.5,226.75,227
226.5,226.75,227,227.25
226.75,227,227.25,227.5
227,227.25,227.5,227.75
227.25,227.5,227.75,228
227.5,227.75,228,228.25
227.75,228,228.25,228.5
228,228.25,228.5,228.75
228.25,228.5,228.75,229
228.5,228.75,229,229.25
228.75,229,229.25,229.5
229,229.25,229.5,229.75
229.25,229.5,229.75,230
229.5,229.75,230,230.25
229.75,230,230.25,230.5
230,230.25,230.5,230.75
230.25,230.5,230.75,231
230.5,230.75,231,231.25
230.75,231,231.25,231.5
231,231.25,231.5,231.75
231.25,231.5,231.75,232
231.5,231.75,232,232.25
231.75,232,232.25,232.5
232,232.25,232.5,232.75
232.25,232.5,232.75,233
232.5,232.75,233,233.25
232.75,233,233.25,233.5
233,233.25,233.5,233.75
233.25,233.5,233.75,234
233.5,233.75,234,234.25
233.75,234,234.25,234.5
234,234.25,234.5,234.75
234.25,234.5,234.75,235
234.5,234.75,235,235.25
234.75,235,235.25,235.5
235,235.25,235.5,235.75
235.25,235.5,235.75,236
235.5,235.75,236,236.25
235.75,236,236.25,236.5
236,236.25,236.5,236.75
236.25,236.5,236.75,237
236.5,236.75,237,237.25
236.75,237,237.25,237.5
237,237.25,237.5,237.75
237.25,237.5,237.75,238
237.5,237.75,238,238.25
237.75,238,238.25,238.5
238,238.25,238.5,238.75
238.25,238.5,238.75,239
238.5,238.75,239,239.25
238.75,239,239.25,239.5
239,239.25,239.5,239.75
239.25,239.5,239.75,240
239.5,239.75,240,240.25
239.75,240,240.25,240.5
240,240.25,240.5,240.75
240.25,240.5,240.75,241
240.5,240.75,241,241.25
240.75,241,241.25,241.5
241,241.25,241.5,241.75
241.25,241.5,241.75,242
241.5,241.75,242,242.25
241.75,242,242.25,242.5
242,242.25,242.5,242.75
242.25,242.5,242.75,243
242.5,242.75,243,243.25
242.75,243,243.25,243.5
243,243.25,243.5,243.75
243.25,243.5,243.75,244
243.5,243.75,244,244.25
243.75,244,244.25,244.5
244,244.25,244.5,244.75
244.25,244.5,244.75,245
244.5,244.75,245,245.25
244.75,245,245.25,245.5
245,245.25,245.5,245.75
245.25,245.5,245.75,246
245.5,245.75,246,246.25
245.75,246,246.25,246.5
246,246.25,246.5,246.75
246.25,246.5,246.75,247
246.5,246.75,247,247.25
246.75,247,247.25,247.5
247,247.25,247.5,247.75
247.25,247.5,247.75,248
247.5,247.75,248,248.25
247.75,248,248.25,248.5
248,248.25,248.5,248.75
248.25,248.5,248.75,249
248.5,248.75,249,249.25
248.75,249,249.25,249.5
249,249.25,249.5,249.75
249.25,249.5,249.75,250
249.5,249.75,250,250.25
249.75,250,250.25,250.5
250,250.25,250.5,250.75
250.25,250.5,250.75,251
250.5,250.75,251,251.25
250.75,251,251.25,251.5
251,251.25,251.5,251.75
251.25,251.5,251.75,252
251.5,251.75,252,252.25
251.75,252,252.25,252.5
252,252.25,252.5,252.75
252.25,252.5,252.75,253
252.5,252.75,253,253.25
252.75,253,253.25,253.5
253,253.25,253.5,253.75
253.25,253.5,253.75,254
253.5,253.75,254,254.25
253.75,254,254.25,254.5
